flight_key,flight_id,airline_key,origin_airport_key,destination_airport_key,date_key,scheduled_time,actual_time,scheduled_hour,route,gate,status,passengers,delay_minutes,delay_band,is_on_time,is_delayed,is_cancelled
528,KL06250578,6,5,2,20260625,2026-06-25 08:00:00,2026-06-25 10:10:00,8,FRA-BER,A05,DELAYED,214,130,120+,False,True,False
529,KL02230579,6,5,7,20260223,2026-02-23 15:45:00,2026-02-23 15:55:00,15,FRA-JFK,B09,ON_TIME,115,10,ON_TIME,True,False,False
530,EK03230581,4,5,13,20260323,2026-03-23 13:40:00,2026-03-23 14:04:00,13,FRA-ZRH,Z15,DELAYED,214,24,16-30,False,True,False
531,EK04240582,4,5,13,20260424,2026-04-24 06:40:00,,6,FRA-ZRH,A12,CANCELLED,1,0,CANCELLED,False,False,True
532,UA01230583,8,5,2,20260123,2026-01-23 19:10:00,2026-01-23 18:58:00,19,FRA-BER,Z15,ON_TIME,283,0,ON_TIME,True,False,False
533,EK03270584,4,5,3,20260327,2026-03-27 12:20:00,2026-03-27 12:16:00,12,FRA-CDG,Z15,ON_TIME,293,0,ON_TIME,True,False,False
534,BA06280585,2,5,10,20260628,2026-06-28 19:35:00,2026-06-28 19:34:00,19,FRA-MUC,B03,ON_TIME,173,0,ON_TIME,True,False,False
535,BA01270588,2,5,13,20260127,2026-01-27 17:35:00,2026-01-27 17:55:00,17,FRA-ZRH,E02,DELAYED,209,20,16-30,False,True,False
536,IB06010589,5,5,9,20260601,2026-06-01 18:45:00,2026-06-01 18:30:00,18,FRA-MAD,B03,ON_TIME,229,0,ON_TIME,True,False,False
537,UA05260590,8,5,9,20260526,2026-05-26 16:20:00,2026-05-26 16:15:00,16,FRA-MAD,Z15,ON_TIME,94,0,ON_TIME,True,False,False
538,IB06010591,5,5,10,20260601,2026-06-01 20:00:00,2026-06-01 20:21:00,20,FRA-MUC,Z15,DELAYED,90,21,16-30,False,True,False
539,DE06020592,3,5,7,20260602,2026-06-02 18:00:00,2026-06-02 18:01:00,18,FRA-JFK,B03,ON_TIME,101,1,ON_TIME,True,False,False
540,BA06120593,2,5,11,20260612,2026-06-12 05:40:00,2026-06-12 05:35:00,5,FRA-PMI,B03,ON_TIME,283,0,ON_TIME,True,False,False
541,AF03230594,1,5,7,20260323,2026-03-23 15:25:00,2026-03-23 15:45:00,15,FRA-JFK,B16,DELAYED,277,20,16-30,False,True,False
542,DE01030595,3,5,11,20260103,2026-01-03 22:10:00,2026-01-03 22:29:00,22,FRA-PMI,A05,DELAYED,82,19,16-30,False,True,False
543,EK03140596,4,5,10,20260314,2026-03-14 05:45:00,2026-03-14 05:52:00,5,FRA-MUC,C07,ON_TIME,217,7,ON_TIME,True,False,False
544,UA04220597,8,5,9,20260422,2026-04-22 22:45:00,2026-04-22 22:44:00,22,FRA-MAD,C07,ON_TIME,239,0,ON_TIME,True,False,False
545,BA06210598,2,5,3,20260621,2026-06-21 09:40:00,,9,FRA-CDG,D04,CANCELLED,4,0,CANCELLED,False,False,True
546,UA01220599,8,5,6,20260122,2026-01-22 10:10:00,2026-01-22 10:53:00,10,FRA-HAM,D04,DELAYED,147,43,31-60,False,True,False
547,UA04260600,8,5,13,20260426,2026-04-26 18:00:00,2026-04-26 17:51:00,18,FRA-ZRH,Z15,ON_TIME,58,0,ON_TIME,True,False,False
548,IB03020601,5,5,4,20260302,2026-03-02 21:50:00,2026-03-02 21:42:00,21,FRA-DXB,B16,ON_TIME,302,0,ON_TIME,True,False,False
549,DE05040602,3,5,11,20260504,2026-05-04 07:40:00,2026-05-04 07:47:00,7,FRA-PMI,D04,ON_TIME,198,7,ON_TIME,True,False,False
550,DE06060603,3,5,13,20260606,2026-06-06 07:45:00,2026-06-06 10:02:00,7,FRA-ZRH,Z15,DELAYED,214,137,120+,False,True,False
551,EK03160605,4,5,3,20260316,2026-03-16 10:30:00,2026-03-16 10:27:00,10,FRA-CDG,A05,ON_TIME,188,0,ON_TIME,True,False,False
552,IB02130606,5,5,11,20260213,2026-02-13 06:50:00,2026-02-13 06:52:00,6,FRA-PMI,D04,ON_TIME,201,2,ON_TIME,True,False,False
553,DE05100607,3,5,6,20260510,2026-05-10 07:50:00,2026-05-10 07:50:00,7,FRA-HAM,Z15,ON_TIME,112,0,ON_TIME,True,False,False
554,BA02080608,2,5,11,20260208,2026-02-08 20:00:00,2026-02-08 20:01:00,20,FRA-PMI,D04,ON_TIME,175,1,ON_TIME,True,False,False
555,BA01090609,2,5,13,20260109,2026-01-09 15:35:00,2026-01-09 15:20:00,15,FRA-ZRH,C07,ON_TIME,266,0,ON_TIME,True,False,False
556,AF04230610,1,5,7,20260423,2026-04-23 10:45:00,2026-04-23 10:34:00,10,FRA-JFK,B09,ON_TIME,82,0,ON_TIME,True,False,False
557,DE02120611,3,5,2,20260212,2026-02-12 20:10:00,2026-02-12 19:55:00,20,FRA-BER,C07,ON_TIME,174,0,ON_TIME,True,False,False
558,UA03090612,8,5,12,20260309,2026-03-09 10:20:00,2026-03-09 13:10:00,10,FRA-VIE,C07,DELAYED,284,170,120+,False,True,False
559,EK06240613,4,5,13,20260624,2026-06-24 06:35:00,2026-06-24 06:20:00,6,FRA-ZRH,B16,ON_TIME,194,0,ON_TIME,True,False,False
560,KL01260614,6,5,3,20260126,2026-01-26 14:25:00,2026-01-26 14:10:00,14,FRA-CDG,Z15,ON_TIME,178,0,ON_TIME,True,False,False
561,AF03280615,1,5,13,20260328,2026-03-28 11:00:00,2026-03-28 11:50:00,11,FRA-ZRH,A12,DELAYED,323,50,31-60,False,True,False
562,IB02260616,5,5,1,20260226,2026-02-26 14:50:00,2026-02-26 15:31:00,14,FRA-AMS,Z15,DELAYED,84,41,31-60,False,True,False
563,AF06130617,1,5,11,20260613,2026-06-13 08:35:00,2026-06-13 08:31:00,8,FRA-PMI,A12,ON_TIME,149,0,ON_TIME,True,False,False
564,BA03170618,2,5,3,20260317,2026-03-17 19:35:00,2026-03-17 19:35:00,19,FRA-CDG,C07,ON_TIME,196,0,ON_TIME,True,False,False
565,EK02110619,4,5,3,20260211,2026-02-11 07:50:00,2026-02-11 10:17:00,7,FRA-CDG,A18,DELAYED,190,147,120+,False,True,False
566,IB05060620,5,5,10,20260506,2026-05-06 12:25:00,2026-05-06 12:53:00,12,FRA-MUC,A18,DELAYED,110,28,16-30,False,True,False
567,LH02080622,7,5,12,20260208,2026-02-08 05:30:00,2026-02-08 05:50:00,5,FRA-VIE,C07,DELAYED,223,20,16-30,False,True,False
568,LH05060623,7,5,13,20260506,2026-05-06 21:10:00,2026-05-06 22:31:00,21,FRA-ZRH,C07,DELAYED,56,81,61-120,False,True,False
569,IB05260624,5,5,10,20260526,2026-05-26 23:00:00,2026-05-26 22:45:00,23,FRA-MUC,A12,ON_TIME,83,0,ON_TIME,True,False,False
570,EK03290625,4,5,13,20260329,2026-03-29 08:15:00,2026-03-29 08:25:00,8,FRA-ZRH,B03,ON_TIME,251,10,ON_TIME,True,False,False
571,KL04100626,6,5,4,20260410,2026-04-10 09:00:00,2026-04-10 09:30:00,9,FRA-DXB,B03,DELAYED,279,30,16-30,False,True,False
572,BA02190627,2,5,2,20260219,2026-02-19 06:25:00,2026-02-19 06:10:00,6,FRA-BER,E02,ON_TIME,310,0,ON_TIME,True,False,False
573,IB01100628,5,5,2,20260110,2026-01-10 15:30:00,2026-01-10 16:11:00,15,FRA-BER,A12,DELAYED,262,41,31-60,False,True,False
574,AF06200629,1,5,7,20260620,2026-06-20 22:15:00,2026-06-20 22:49:00,22,FRA-JFK,A12,DELAYED,174,34,31-60,False,True,False
575,LH02060630,7,5,4,20260206,2026-02-06 20:30:00,2026-02-06 20:22:00,20,FRA-DXB,B03,ON_TIME,78,0,ON_TIME,True,False,False
576,BA02140631,2,5,2,20260214,2026-02-14 06:50:00,2026-02-14 07:31:00,6,FRA-BER,A12,DELAYED,87,41,31-60,False,True,False
577,DE06020632,3,5,12,20260602,2026-06-02 12:35:00,2026-06-02 13:08:00,12,FRA-VIE,B16,DELAYED,260,33,31-60,False,True,False
578,DE05280633,3,5,7,20260528,2026-05-28 22:40:00,2026-05-29 00:17:00,22,FRA-JFK,A12,DELAYED,226,97,61-120,False,True,False
579,DE02060634,3,5,3,20260206,2026-02-06 18:40:00,2026-02-06 18:50:00,18,FRA-CDG,B03,ON_TIME,279,10,ON_TIME,True,False,False
580,LH01260635,7,5,6,20260126,2026-01-26 17:40:00,,17,FRA-HAM,Z15,CANCELLED,2,0,CANCELLED,False,False,True
581,KL06270636,6,5,9,20260627,2026-06-27 20:40:00,2026-06-27 20:54:00,20,FRA-MAD,D04,ON_TIME,322,14,ON_TIME,True,False,False
582,UA02140637,8,5,8,20260214,2026-02-14 07:25:00,2026-02-14 07:10:00,7,FRA-LHR,B16,ON_TIME,209,0,ON_TIME,True,False,False
583,UA05230638,8,5,2,20260523,2026-05-23 12:45:00,2026-05-23 12:59:00,12,FRA-BER,Z15,ON_TIME,103,14,ON_TIME,True,False,False
584,EK04270641,4,5,11,20260427,2026-04-27 06:35:00,2026-04-27 07:02:00,6,FRA-PMI,E02,DELAYED,303,27,16-30,False,True,False
585,DE03020642,3,5,10,20260302,2026-03-02 20:25:00,2026-03-02 20:32:00,20,FRA-MUC,B03,ON_TIME,221,7,ON_TIME,True,False,False
586,DE02280643,3,5,1,20260228,2026-02-28 08:45:00,2026-02-28 09:15:00,8,FRA-AMS,Z15,DELAYED,296,30,16-30,False,True,False
587,IB04220644,5,5,2,20260422,2026-04-22 09:45:00,2026-04-22 09:42:00,9,FRA-BER,B16,ON_TIME,253,0,ON_TIME,True,False,False
588,BA02190645,2,5,12,20260219,2026-02-19 16:50:00,2026-02-19 18:32:00,16,FRA-VIE,D04,DELAYED,111,102,61-120,False,True,False
589,AF04160647,1,5,10,20260416,2026-04-16 22:15:00,2026-04-16 22:35:00,22,FRA-MUC,C07,DELAYED,62,20,16-30,False,True,False
590,AF03250648,1,5,8,20260325,2026-03-25 19:25:00,2026-03-25 20:06:00,19,FRA-LHR,Z15,DELAYED,131,41,31-60,False,True,False
591,LH01120649,7,5,9,20260112,2026-01-12 07:15:00,2026-01-12 07:04:00,7,FRA-MAD,D04,ON_TIME,105,0,ON_TIME,True,False,False
592,IB01220650,5,5,8,20260122,2026-01-22 22:30:00,2026-01-22 22:43:00,22,FRA-LHR,A18,ON_TIME,166,13,ON_TIME,True,False,False
593,EK03030651,4,5,3,20260303,2026-03-03 07:30:00,2026-03-03 07:31:00,7,FRA-CDG,D04,ON_TIME,67,1,ON_TIME,True,False,False
594,UA03270653,8,5,4,20260327,2026-03-27 21:30:00,2026-03-27 21:45:00,21,FRA-DXB,A12,ON_TIME,161,15,ON_TIME,True,False,False
595,EK01150654,4,5,4,20260115,2026-01-15 22:00:00,2026-01-15 21:45:00,22,FRA-DXB,D04,ON_TIME,242,0,ON_TIME,True,False,False
596,LH04040655,7,5,1,20260404,2026-04-04 11:20:00,2026-04-04 11:05:00,11,FRA-AMS,B03,ON_TIME,226,0,ON_TIME,True,False,False
597,DE05030656,3,5,7,20260503,2026-05-03 11:45:00,2026-05-03 11:44:00,11,FRA-JFK,C07,ON_TIME,312,0,ON_TIME,True,False,False
598,KL01170657,6,5,2,20260117,2026-01-17 17:00:00,2026-01-17 16:45:00,17,FRA-BER,E02,ON_TIME,327,0,ON_TIME,True,False,False
599,KL06080658,6,5,12,20260608,2026-06-08 16:35:00,2026-06-08 16:49:00,16,FRA-VIE,A12,ON_TIME,99,14,ON_TIME,True,False,False
600,UA03150659,8,5,6,20260315,2026-03-15 07:35:00,2026-03-15 07:59:00,7,FRA-HAM,E02,DELAYED,159,24,16-30,False,True,False
601,LH04170660,7,5,3,20260417,2026-04-17 22:40:00,2026-04-17 23:03:00,22,FRA-CDG,B09,DELAYED,65,23,16-30,False,True,False
602,KL02070663,6,5,2,20260207,2026-02-07 16:50:00,2026-02-07 17:31:00,16,FRA-BER,A18,DELAYED,201,41,31-60,False,True,False
603,BA06270664,2,5,4,20260627,2026-06-27 09:40:00,2026-06-27 12:06:00,9,FRA-DXB,D04,DELAYED,119,146,120+,False,True,False
604,KL02170665,6,5,1,20260217,2026-02-17 12:20:00,2026-02-17 12:05:00,12,FRA-AMS,E02,ON_TIME,284,0,ON_TIME,True,False,False
605,BA03190666,2,5,13,20260319,2026-03-19 08:30:00,2026-03-19 08:15:00,8,FRA-ZRH,D04,ON_TIME,129,0,ON_TIME,True,False,False
606,EK01020667,4,5,6,20260102,2026-01-02 23:20:00,2026-01-02 23:26:00,23,FRA-HAM,Z15,ON_TIME,130,6,ON_TIME,True,False,False
607,IB06260668,5,5,1,20260626,2026-06-26 09:15:00,2026-06-26 09:03:00,9,FRA-AMS,B09,ON_TIME,114,0,ON_TIME,True,False,False
608,LH06080669,7,5,9,20260608,2026-06-08 13:15:00,2026-06-08 13:14:00,13,FRA-MAD,B03,ON_TIME,324,0,ON_TIME,True,False,False
609,KL01060670,6,5,8,20260106,2026-01-06 08:20:00,2026-01-06 09:03:00,8,FRA-LHR,E02,DELAYED,99,43,31-60,False,True,False
610,UA05060671,8,5,8,20260506,2026-05-06 16:25:00,2026-05-06 17:28:00,16,FRA-LHR,C07,DELAYED,130,63,61-120,False,True,False
611,EK04060672,4,5,9,20260406,2026-04-06 05:50:00,2026-04-06 05:46:00,5,FRA-MAD,E02,ON_TIME,283,0,ON_TIME,True,False,False
612,DE04240673,3,5,8,20260424,2026-04-24 19:15:00,2026-04-24 19:51:00,19,FRA-LHR,A18,DELAYED,267,36,31-60,False,True,False
613,DE02230674,3,5,6,20260223,2026-02-23 15:15:00,2026-02-23 15:00:00,15,FRA-HAM,A12,ON_TIME,226,0,ON_TIME,True,False,False
614,UA01020675,8,5,10,20260102,2026-01-02 18:50:00,2026-01-02 18:35:00,18,FRA-MUC,B03,ON_TIME,125,0,ON_TIME,True,False,False
615,BA03160676,2,5,9,20260316,2026-03-16 23:15:00,,23,FRA-MAD,B09,CANCELLED,18,0,CANCELLED,False,False,True
616,IB04290677,5,5,13,20260429,2026-04-29 12:30:00,2026-04-29 12:56:00,12,FRA-ZRH,A12,DELAYED,296,26,16-30,False,True,False
617,KL02150678,6,5,9,20260215,2026-02-15 20:45:00,,20,FRA-MAD,A12,CANCELLED,15,0,CANCELLED,False,False,True
618,EK05040679,4,5,11,20260504,2026-05-04 18:50:00,2026-05-04 18:35:00,18,FRA-PMI,Z15,ON_TIME,317,0,ON_TIME,True,False,False
619,LH02110680,7,5,3,20260211,2026-02-11 06:40:00,2026-02-11 07:00:00,6,FRA-CDG,B16,DELAYED,124,20,16-30,False,True,False
620,AF02160682,1,5,7,20260216,2026-02-16 09:25:00,2026-02-16 09:37:00,9,FRA-JFK,B09,ON_TIME,216,12,ON_TIME,True,False,False
621,KL06280683,6,5,7,20260628,2026-06-28 16:35:00,2026-06-28 16:41:00,16,FRA-JFK,B16,ON_TIME,199,6,ON_TIME,True,False,False
622,DE04280685,3,5,9,20260428,2026-04-28 07:35:00,2026-04-28 08:13:00,7,FRA-MAD,A18,DELAYED,240,38,31-60,False,True,False
623,IB05140686,5,5,11,20260514,2026-05-14 15:40:00,2026-05-14 18:10:00,15,FRA-PMI,B03,DELAYED,115,150,120+,False,True,False
624,LH04210688,7,5,12,20260421,2026-04-21 06:45:00,2026-04-21 07:06:00,6,FRA-VIE,Z15,DELAYED,317,21,16-30,False,True,False
625,LH01310689,7,5,12,20260131,2026-01-31 13:30:00,2026-01-31 13:24:00,13,FRA-VIE,Z15,ON_TIME,160,0,ON_TIME,True,False,False
626,AF06210690,1,5,6,20260621,2026-06-21 16:30:00,2026-06-21 16:15:00,16,FRA-HAM,Z15,ON_TIME,197,0,ON_TIME,True,False,False
627,EK02110691,4,5,1,20260211,2026-02-11 22:25:00,2026-02-11 22:29:00,22,FRA-AMS,E02,ON_TIME,62,4,ON_TIME,True,False,False
628,AF02190692,1,5,4,20260219,2026-02-19 14:40:00,2026-02-19 14:49:00,14,FRA-DXB,B03,ON_TIME,105,9,ON_TIME,True,False,False
629,IB06280693,5,5,1,20260628,2026-06-28 11:15:00,2026-06-28 12:05:00,11,FRA-AMS,B03,DELAYED,272,50,31-60,False,True,False
630,AF01290694,1,5,9,20260129,2026-01-29 15:35:00,2026-01-29 16:17:00,15,FRA-MAD,B16,DELAYED,308,42,31-60,False,True,False
631,KL01110695,6,5,13,20260111,2026-01-11 08:00:00,2026-01-11 07:54:00,8,FRA-ZRH,B03,ON_TIME,282,0,ON_TIME,True,False,False
632,UA04200696,8,5,3,20260420,2026-04-20 11:35:00,2026-04-20 12:07:00,11,FRA-CDG,A18,DELAYED,243,32,31-60,False,True,False
633,LH05060697,7,5,7,20260506,2026-05-06 09:10:00,2026-05-06 09:19:00,9,FRA-JFK,Z15,ON_TIME,260,9,ON_TIME,True,False,False
634,DE02130698,3,5,4,20260213,2026-02-13 08:00:00,2026-02-13 08:06:00,8,FRA-DXB,A12,ON_TIME,261,6,ON_TIME,True,False,False
635,AF05080699,1,5,9,20260508,2026-05-08 14:25:00,2026-05-08 14:41:00,14,FRA-MAD,D04,DELAYED,237,16,16-30,False,True,False
636,UA05110700,8,5,12,20260511,2026-05-11 13:40:00,2026-05-11 13:25:00,13,FRA-VIE,D04,ON_TIME,183,0,ON_TIME,True,False,False
637,IB06100701,5,5,8,20260610,2026-06-10 09:30:00,2026-06-10 09:53:00,9,FRA-LHR,C07,DELAYED,146,23,16-30,False,True,False
638,EK03190702,4,5,6,20260319,2026-03-19 08:35:00,2026-03-19 08:52:00,8,FRA-HAM,D04,DELAYED,307,17,16-30,False,True,False
639,AF06190703,1,5,3,20260619,2026-06-19 21:15:00,2026-06-19 21:00:00,21,FRA-CDG,A05,ON_TIME,64,0,ON_TIME,True,False,False
640,UA04090704,8,5,10,20260409,2026-04-09 20:00:00,2026-04-09 20:02:00,20,FRA-MUC,A05,ON_TIME,73,2,ON_TIME,True,False,False
641,BA06180705,2,5,13,20260618,2026-06-18 14:40:00,2026-06-18 15:19:00,14,FRA-ZRH,Z15,DELAYED,111,39,31-60,False,True,False
642,IB05220706,5,5,7,20260522,2026-05-22 23:25:00,2026-05-23 00:07:00,23,FRA-JFK,E02,DELAYED,135,42,31-60,False,True,False
643,LH03090707,7,5,9,20260309,2026-03-09 21:25:00,2026-03-09 21:22:00,21,FRA-MAD,A05,ON_TIME,219,0,ON_TIME,True,False,False
644,LH01120708,7,5,11,20260112,2026-01-12 10:00:00,2026-01-12 09:59:00,10,FRA-PMI,B16,ON_TIME,68,0,ON_TIME,True,False,False
645,UA04200709,8,5,10,20260420,2026-04-20 17:00:00,2026-04-20 17:31:00,17,FRA-MUC,Z15,DELAYED,214,31,31-60,False,True,False
646,DE01170710,3,5,4,20260117,2026-01-17 14:35:00,2026-01-17 16:21:00,14,FRA-DXB,D04,DELAYED,74,106,61-120,False,True,False
647,UA05120711,8,5,11,20260512,2026-05-12 18:50:00,,18,FRA-PMI,C07,CANCELLED,18,0,CANCELLED,False,False,True
648,EK01260712,4,5,11,20260126,2026-01-26 20:35:00,2026-01-26 20:50:00,20,FRA-PMI,E02,ON_TIME,309,15,ON_TIME,True,False,False
649,EK06070713,4,5,6,20260607,2026-06-07 15:00:00,2026-06-07 15:24:00,15,FRA-HAM,E02,DELAYED,93,24,16-30,False,True,False
650,AF03090714,1,5,3,20260309,2026-03-09 06:50:00,2026-03-09 07:37:00,6,FRA-CDG,Z15,DELAYED,170,47,31-60,False,True,False
651,DE05290715,3,5,4,20260529,2026-05-29 09:25:00,2026-05-29 10:18:00,9,FRA-DXB,B16,DELAYED,162,53,31-60,False,True,False
652,DE03190716,3,5,7,20260319,2026-03-19 21:50:00,2026-03-19 22:22:00,21,FRA-JFK,C07,DELAYED,157,32,31-60,False,True,False
653,UA06090717,8,5,3,20260609,2026-06-09 22:15:00,2026-06-09 22:00:00,22,FRA-CDG,A18,ON_TIME,319,0,ON_TIME,True,False,False
654,IB06190718,5,5,8,20260619,2026-06-19 19:50:00,2026-06-19 19:49:00,19,FRA-LHR,Z15,ON_TIME,277,0,ON_TIME,True,False,False
655,LH02210719,7,5,13,20260221,2026-02-21 17:15:00,2026-02-21 17:50:00,17,FRA-ZRH,C07,DELAYED,277,35,31-60,False,True,False
656,EK06120720,4,5,10,20260612,2026-06-12 12:10:00,2026-06-12 12:54:00,12,FRA-MUC,B09,DELAYED,137,44,31-60,False,True,False
657,AF03030721,1,5,9,20260303,2026-03-03 08:40:00,2026-03-03 08:55:00,8,FRA-MAD,C07,ON_TIME,278,15,ON_TIME,True,False,False
658,LH02100722,7,5,8,20260210,2026-02-10 13:40:00,,13,FRA-LHR,E02,CANCELLED,8,0,CANCELLED,False,False,True
659,BA01110723,2,5,7,20260111,2026-01-11 20:30:00,2026-01-11 21:01:00,20,FRA-JFK,C07,DELAYED,87,31,31-60,False,True,False
660,EK06180724,4,5,7,20260618,2026-06-18 08:10:00,2026-06-18 08:11:00,8,FRA-JFK,B03,ON_TIME,126,1,ON_TIME,True,False,False
661,AF02010726,1,5,11,20260201,2026-02-01 16:00:00,2026-02-01 15:54:00,16,FRA-PMI,C07,ON_TIME,175,0,ON_TIME,True,False,False
662,AF01280727,1,5,6,20260128,2026-01-28 10:45:00,2026-01-28 10:42:00,10,FRA-HAM,E02,ON_TIME,306,0,ON_TIME,True,False,False
663,EK01290728,4,5,4,20260129,2026-01-29 16:20:00,2026-01-29 16:41:00,16,FRA-DXB,A18,DELAYED,197,21,16-30,False,True,False
664,EK04050729,4,5,12,20260405,2026-04-05 14:30:00,2026-04-05 14:49:00,14,FRA-VIE,B03,DELAYED,82,19,16-30,False,True,False
665,KL04090730,6,5,13,20260409,2026-04-09 15:00:00,2026-04-09 15:10:00,15,FRA-ZRH,B03,ON_TIME,328,10,ON_TIME,True,False,False
666,IB01030731,5,5,9,20260103,2026-01-03 17:50:00,2026-01-03 18:41:00,17,FRA-MAD,D04,DELAYED,137,51,31-60,False,True,False
667,EK04150732,4,5,7,20260415,2026-04-15 06:50:00,2026-04-15 06:48:00,6,FRA-JFK,D04,ON_TIME,306,0,ON_TIME,True,False,False
668,UA04190733,8,5,1,20260419,2026-04-19 08:40:00,2026-04-19 08:32:00,8,FRA-AMS,D04,ON_TIME,222,0,ON_TIME,True,False,False
669,LH06140734,7,5,2,20260614,2026-06-14 11:15:00,2026-06-14 11:28:00,11,FRA-BER,B03,ON_TIME,260,13,ON_TIME,True,False,False
670,KL05280735,6,5,1,20260528,2026-05-28 07:35:00,2026-05-28 07:20:00,7,FRA-AMS,Z15,ON_TIME,121,0,ON_TIME,True,False,False
671,UA04260736,8,5,1,20260426,2026-04-26 20:40:00,2026-04-26 20:47:00,20,FRA-AMS,B09,ON_TIME,222,7,ON_TIME,True,False,False
672,AF04170737,1,5,10,20260417,2026-04-17 16:40:00,2026-04-17 16:25:00,16,FRA-MUC,A05,ON_TIME,65,0,ON_TIME,True,False,False
673,UA03080739,8,5,11,20260308,2026-03-08 09:35:00,2026-03-08 11:56:00,9,FRA-PMI,D04,DELAYED,277,141,120+,False,True,False
674,IB02270740,5,5,10,20260227,2026-02-27 11:45:00,2026-02-27 12:26:00,11,FRA-MUC,B09,DELAYED,191,41,31-60,False,True,False
675,IB02030741,5,5,9,20260203,2026-02-03 18:45:00,2026-02-03 19:19:00,18,FRA-MAD,A18,DELAYED,269,34,31-60,False,True,False
676,UA01080742,8,5,6,20260108,2026-01-08 14:50:00,2026-01-08 15:03:00,14,FRA-HAM,B16,ON_TIME,182,13,ON_TIME,True,False,False
677,IB01030743,5,5,10,20260103,2026-01-03 20:40:00,2026-01-03 21:18:00,20,FRA-MUC,C07,DELAYED,251,38,31-60,False,True,False
678,KL01250744,6,5,10,20260125,2026-01-25 22:30:00,2026-01-25 22:40:00,22,FRA-MUC,B16,ON_TIME,296,10,ON_TIME,True,False,False
679,LH03060745,7,5,2,20260306,2026-03-06 22:25:00,2026-03-06 23:14:00,22,FRA-BER,Z15,DELAYED,76,49,31-60,False,True,False
680,EK05160747,4,5,4,20260516,2026-05-16 18:40:00,2026-05-16 18:28:00,18,FRA-DXB,B16,ON_TIME,198,0,ON_TIME,True,False,False
681,UA03090748,8,5,3,20260309,2026-03-09 14:20:00,2026-03-09 15:35:00,14,FRA-CDG,D04,DELAYED,216,75,61-120,False,True,False
682,BA06180749,2,5,13,20260618,2026-06-18 19:30:00,2026-06-18 19:58:00,19,FRA-ZRH,D04,DELAYED,138,28,16-30,False,True,False
683,UA05070750,8,5,10,20260507,2026-05-07 07:15:00,2026-05-07 07:34:00,7,FRA-MUC,D04,DELAYED,303,19,16-30,False,True,False
684,IB02070751,5,5,10,20260207,2026-02-07 09:00:00,2026-02-07 09:24:00,9,FRA-MUC,B09,DELAYED,315,24,16-30,False,True,False
685,AF01020752,1,5,11,20260102,2026-01-02 22:25:00,2026-01-02 22:28:00,22,FRA-PMI,D04,ON_TIME,181,3,ON_TIME,True,False,False
686,DE01070753,3,5,1,20260107,2026-01-07 14:35:00,2026-01-07 14:20:00,14,FRA-AMS,A05,ON_TIME,133,0,ON_TIME,True,False,False
687,LH06090755,7,5,7,20260609,2026-06-09 20:00:00,2026-06-09 21:06:00,20,FRA-JFK,B03,DELAYED,121,66,61-120,False,True,False
688,LH03140756,7,5,7,20260314,2026-03-14 15:30:00,2026-03-14 15:44:00,15,FRA-JFK,A12,ON_TIME,250,14,ON_TIME,True,False,False
689,UA02150757,8,5,3,20260215,2026-02-15 13:10:00,2026-02-15 13:33:00,13,FRA-CDG,A18,DELAYED,200,23,16-30,False,True,False
690,EK02210759,4,5,13,20260221,2026-02-21 21:15:00,2026-02-21 21:00:00,21,FRA-ZRH,B16,ON_TIME,271,0,ON_TIME,True,False,False
691,BA06110760,2,5,9,20260611,2026-06-11 18:35:00,,18,FRA-MAD,B03,CANCELLED,14,0,CANCELLED,False,False,True
692,BA05150761,2,5,12,20260515,2026-05-15 21:35:00,2026-05-15 21:20:00,21,FRA-VIE,A18,ON_TIME,131,0,ON_TIME,True,False,False
693,KL05140762,6,5,8,20260514,2026-05-14 18:50:00,2026-05-14 19:24:00,18,FRA-LHR,E02,DELAYED,78,34,31-60,False,True,False
694,DE04190763,3,5,13,20260419,2026-04-19 18:35:00,2026-04-19 18:41:00,18,FRA-ZRH,E02,ON_TIME,96,6,ON_TIME,True,False,False
695,LH06190764,7,5,10,20260619,2026-06-19 19:40:00,2026-06-19 19:25:00,19,FRA-MUC,A12,ON_TIME,78,0,ON_TIME,True,False,False
696,UA03180765,8,5,4,20260318,2026-03-18 16:25:00,2026-03-18 16:40:00,16,FRA-DXB,A18,ON_TIME,229,15,ON_TIME,True,False,False
697,AF01210766,1,5,6,20260121,2026-01-21 13:35:00,2026-01-21 14:58:00,13,FRA-HAM,A05,DELAYED,114,83,61-120,False,True,False
698,BA05030767,2,5,7,20260503,2026-05-03 20:10:00,2026-05-03 20:56:00,20,FRA-JFK,C07,DELAYED,239,46,31-60,False,True,False
699,KL02020768,6,5,10,20260202,2026-02-02 09:30:00,2026-02-02 09:37:00,9,FRA-MUC,A05,ON_TIME,151,7,ON_TIME,True,False,False
700,AF06160769,1,5,12,20260616,2026-06-16 09:45:00,2026-06-16 09:30:00,9,FRA-VIE,D04,ON_TIME,209,0,ON_TIME,True,False,False
701,BA04190770,2,5,12,20260419,2026-04-19 05:35:00,2026-04-19 05:20:00,5,FRA-VIE,D04,ON_TIME,282,0,ON_TIME,True,False,False
702,IB04260771,5,5,2,20260426,2026-04-26 12:45:00,2026-04-26 13:10:00,12,FRA-BER,C07,DELAYED,107,25,16-30,False,True,False
703,UA05290772,8,5,12,20260529,2026-05-29 22:50:00,,22,FRA-VIE,Z15,CANCELLED,16,0,CANCELLED,False,False,True
